site,genome,call,category,gene_function,Gene.abbreviation,Gene.name,hits,gene_counts,rel_hits
D2,simplified,fegenie,iron_aquisition-siderophore_transport_potential,ExbD-family,NA,NA,171,378180,0.045216563541170866
D2,simplified,fegenie,iron_aquisition-siderophore_transport_potential,FptX-family-siderophore-transport,NA,NA,1,378180,2.644243481939817e-4
D2,simplified,fegenie,iron_aquisition-siderophore_transport_potential,FpvC-family-siderophore-transport,NA,NA,11,378180,0.0029086678301337987
D2,simplified,fegenie,iron_aquisition-siderophore_transport_potential,FpvD-family-siderophore-transport,NA,NA,16,378180,0.004230789571103707
D2,simplified,fegenie,iron_aquisition-siderophore_transport_potential,FpvE-family-permease,NA,NA,66,378180,0.017452006980802792
D2,simplified,fegenie,iron_aquisition-siderophore_transport_potential,FpvG-family-siderophore-transport,NA,NA,1,378180,2.644243481939817e-4
D2,simplified,fegenie,iron_aquisition-siderophore_transport_potential,HatD-family-substrate-binding-protein,NA,NA,51,378180,0.013485641757893067
D2,simplified,fegenie,iron_aquisition-siderophore_transport_potential,IucA-family-iron-reductase,NA,NA,1,378180,2.644243481939817e-4
D2,simplified,fegenie,iron_aquisition-siderophore_transport_potential,LbtU-family-siderophore receptor,NA,NA,5,378180,0.0013221217409699086
D2,simplified,fegenie,iron_aquisition-siderophore_transport_potential,LbtU-family-siderophore-receptor,NA,NA,1,378180,2.644243481939817e-4
D2,simplified,fegenie,iron_aquisition-siderophore_transport_potential,PirA-family-siderophore-receptor,NA,NA,48,378180,0.012692368713311121
D2,simplified,fegenie,iron_aquisition-siderophore_transport_potential,PiuA-family-siderophore-receptor,NA,NA,4,378180,0.0010576973927759268
D2,simplified,fegenie,iron_aquisition-siderophore_transport_potential,PvdR-family-sideropore-export,NA,NA,46,378180,0.012163520016923158
D2,simplified,fegenie,iron_aquisition-siderophore_transport_potential,PvdT-family-siderophore-export,NA,NA,82,378180,0.021682796551906497
D2,simplified,fegenie,iron_aquisition-siderophore_transport_potential,PvuCD-family-permease,NA,NA,3,378180,7.932730445819451e-4
D2,simplified,fegenie,iron_aquisition-siderophore_transport_potential,PvuD-family-ATP-binding-protein,NA,NA,12,378180,0.0031730921783277802
D2,simplified,fegenie,iron_aquisition-siderophore_transport_potential,PvuE-family-ATP-binding-protein,NA,NA,2,378180,5.288486963879634e-4
D2,simplified,fegenie,iron_aquisition-siderophore_transport_potential,PvuE-family-permease,NA,NA,8,378180,0.0021153947855518536
D2,simplified,fegenie,iron_aquisition-siderophore_transport_potential,TonB-family,NA,NA,89,378180,0.02353376698926437
D2,simplified,fegenie,iron_aquisition-siderophore_transport_potential,ViuB-family-siderophore-utilization,NA,NA,1,378180,2.644243481939817e-4
D2,simplified,fegenie,iron_gene_regulation,PF01325-Iron_dependent_repressor-dtxR_family_N,NA,NA,1,378180,2.644243481939817e-4
D2,simplified,fegenie,iron_gene_regulation,PF01475-Iron_dependent_repressor-fur_family,NA,NA,117,378180,0.03093764873869586
D2,simplified,fegenie,iron_gene_regulation,PF02742-Iron_dependent_repressor-dtxR_family_metal_binding_domain,NA,NA,62,378180,0.016394309588026866
D2,simplified,fegenie,iron_gene_regulation,PF04773_FecR,NA,NA,157,378180,0.04151462266645513
D2,simplified,fegenie,iron_gene_regulation,PF09012_sub-FeoC_like_transcriptional_regulator,NA,NA,2,378180,5.288486963879634e-4
D2,simplified,fegenie,iron_gene_regulation,Sid_PchR_pyochelin_regulator_Pseudomonas_aeruginosa_PA4227_180623,NA,NA,41,378180,0.010841398275953248
D2,simplified,fegenie,iron_gene_regulation,Sid_PvdS_regulator_Paeruginosa_PA2426_180620,NA,NA,156,378180,0.04125019831826115
D2,simplified,fegenie,iron_gene_regulation,Sid_YqjI_regulator_for_YqjH_P64588_Escherichia_coli_180606,NA,NA,22,378180,0.005817335660267597
D2,simplified,fegenie,iron_oxidation,Cyc1,NA,NA,1,378180,2.644243481939817e-4
D2,simplified,fegenie,iron_oxidation,Cyc2_repCluster1,NA,NA,4,378180,0.0010576973927759268
D2,simplified,fegenie,iron_oxidation,Cyc2_repCluster2,NA,NA,3,378180,7.932730445819451e-4
D2,simplified,fegenie,iron_oxidation,Cyc2_repCluster3,NA,NA,23,378180,0.006081760008461579
D2,simplified,fegenie,iron_oxidation,FoxE,NA,NA,1,378180,2.644243481939817e-4
D2,simplified,fegenie,iron_reduction,2514223670 filler {omc} Geobacter sulfurreducens CxxxxCH...CXXCH domain-containing protein [Ignavibacterium album Mat9-16; JCM 16511 : NC_017464],NA,NA,3,378180,7.932730445819451e-4
D2,simplified,fegenie,iron_reduction,2514223671 filler {pc} c(7)-type cytochrome triheme domain-containing protein [Ignavibacterium album Mat9-16; JCM 16511 : NC_017464],NA,NA,5,378180,0.0013221217409699086
D2,simplified,fegenie,iron_reduction,2514223672 filler {porin} hypothetical protein [Ignavibacterium album Mat9-16; JCM 16511 : NC_017464],NA,NA,4,378180,0.0010576973927759268
D2,simplified,fegenie,iron_reduction,637127333 NP_953688 {omc} (extC) cytochrome c family protein [Geobacter sulfurreducens PCA: NC_002939],NA,NA,1,378180,2.644243481939817e-4
D2,simplified,fegenie,iron_reduction,637127334 NP_953689 {porin} (extB) hypothetical protein [Geobacter sulfurreducens PCA: NC_002939],NA,NA,1,378180,2.644243481939817e-4
D2,simplified,fegenie,iron_reduction,637127415 NP_953769 {omc} cytochrome c family protein [Geobacter sulfurreducens PCA: NC_002939],NA,NA,1,378180,2.644243481939817e-4
D2,simplified,fegenie,iron_reduction,637127416 NP_953770 {pc} cytochrome c family protein [Geobacter sulfurreducens PCA: NC_002939],NA,NA,2,378180,5.288486963879634e-4
D2,simplified,fegenie,iron_reduction,637127428 NP_953782 {omc} omcB polyheme membrane-associated cytochrome c [Geobacter sulfurreducens PCA: NC_002939],NA,NA,2,378180,5.288486963879634e-4
D2,simplified,fegenie,iron_reduction,637127429 NP_953783 {pc} omaB cytochrome c family protein [Geobacter sulfurreducens PCA: NC_002939],NA,NA,1,378180,2.644243481939817e-4
D2,simplified,fegenie,iron_reduction,637127430 NP_953784 {porin} ombB hypothetical protein [Geobacter sulfurreducens PCA: NC_002939],NA,NA,2,378180,5.288486963879634e-4
D2,simplified,fegenie,iron_reduction,638465402 ZP_01313809 {porin} hypothetical protein [Desulfuromonas acetoxidans DSM 684; unfinished sequence: NZ_AAEW02000022],NA,NA,1,378180,2.644243481939817e-4
D2,simplified,fegenie,iron_reduction,638465403 ZP_01313810 {pc} cytochrome c family protein [Desulfuromonas acetoxidans DSM 684; unfinished sequence: NZ_AAEW02000022],NA,NA,1,378180,2.644243481939817e-4
D2,simplified,fegenie,iron_reduction,640548487 YP_001229770 {porin} hypothetical protein [Geobacter uraniumreducens Rf4: NC_009483],NA,NA,1,378180,2.644243481939817e-4
D2,simplified,fegenie,iron_reduction,640548488 YP_001229771 {pc} hypothetical protein [Geobacter uraniumreducens Rf4: NC_009483],NA,NA,2,378180,5.288486963879634e-4
D2,simplified,fegenie,iron_reduction,640548489 YP_001229772 {omc} cytochrome C family protein [Geobacter uraniumreducens Rf4: NC_009483],NA,NA,1,378180,2.644243481939817e-4
D2,simplified,fegenie,iron_reduction,640549328 YP_001230600 {omc} cytochrome C family protein [Geobacter uraniumreducens Rf4: NC_009483],NA,NA,2,378180,5.288486963879634e-4
D2,simplified,fegenie,iron_reduction,640549330 YP_001230602 {porin} hypothetical protein [Geobacter uraniumreducens Rf4: NC_009483],NA,NA,2,378180,5.288486963879634e-4
D2,simplified,fegenie,iron_reduction,642557019 CAJ74787 {porin} unknown protein [Kuenenia stuttgartiensis genome fragment KUST_E (5 of 5).: CT573071],NA,NA,3,378180,7.932730445819451e-4
D2,simplified,fegenie,iron_reduction,642557020 CAJ74788 {pc} hypothetical multiheme cytochrome c protein [Kuenenia stuttgartiensis genome fragment KUST_E (5 of 5).: CT573071],NA,NA,3,378180,7.932730445819451e-4
D2,simplified,fegenie,iron_reduction,642769370 YP_002140170 {omc} polyheme membrane-associated cytochrome c [Geobacter bemidjiensis Bem: NC_011146],NA,NA,1,378180,2.644243481939817e-4
D2,simplified,fegenie,iron_reduction,646847492 YP_003691554 {porin} hypothetical protein [Desulfurivibrio alkaliphilus AHT2 chromosome: NC_014216],NA,NA,1,378180,2.644243481939817e-4
D2,simplified,fegenie,iron_reduction,DFE_0461,NA,NA,5,378180,0.0013221217409699086
D2,simplified,fegenie,iron_reduction,DFE_0462,NA,NA,6,378180,0.0015865460891638901
D2,simplified,fegenie,iron_reduction,DFE_0463,NA,NA,5,378180,0.0013221217409699086
D2,simplified,fegenie,iron_reduction,DFE_0464,NA,NA,3,378180,7.932730445819451e-4
D2,simplified,fegenie,iron_reduction,DFE_0465,NA,NA,3,378180,7.932730445819451e-4
D2,simplified,fegenie,iron_reduction,OmcF,NA,NA,1,378180,2.644243481939817e-4
D2,simplified,fegenie,iron_reduction,OmcS,NA,NA,11,378180,0.0029086678301337987
D2,simplified,fegenie,iron_reduction,OmcZ,NA,NA,1,378180,2.644243481939817e-4
D2,simplified,fegenie,iron_storage,PF00210-Ferritin_like_domain,NA,NA,95,378180,0.025120313078428262
D2,simplified,fegenie,iron_storage,PF13668_Ferritin_like_domain,NA,NA,59,378180,0.015601036543444921
D2,simplified,fegenie,possible_iron_oxidation_and_possible_iron_reduction,MtoA,NA,NA,1,378180,2.644243481939817e-4
D2,simplified,fegenie,probable_iron_reduction,MtrA,NA,NA,2,378180,5.288486963879634e-4
D2,simplified,fegenie,probable_iron_reduction,MtrB_TIGR03509,NA,NA,1,378180,2.644243481939817e-4
D2,simplified,fegenie,probable_iron_reduction,MtrC_TIGR03507,NA,NA,2,378180,5.288486963879634e-4
D2,simplified,metabolic,Amino acid utilization,4-aminobutyrate aminotransferase and related aminotransferases,4-aminobutyrate aminotransferase and related aminotransferases,4-aminobutyrate aminotransferase and related aminotransferases,3,378180,7.932730445819451e-4
D2,simplified,metabolic,Amino acid utilization,Aminotransferase class I and II,aminotransferase class I and II,aminotransferase class I and II,1,378180,2.644243481939817e-4
D2,simplified,metabolic,Amino acid utilization,Aspartate/tyrosine/aromatic aminotransferase,aspartate/tyrosine/aromatic aminotransferase,aspartate/tyrosine/aromatic aminotransferase,24,378180,0.0063461843566555605
D2,simplified,metabolic,Amino acid utilization,Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase,branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase,branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase,28,378180,0.0074038817494314875
D2,simplified,metabolic,Amino acid utilization,Histidinol-phosphate/aromatic aminotransferase,histidinol-phosphate/aromatic aminotransferase,histidinol-phosphate/aromatic aminotransferase,29,378180,0.00766830609762547
D2,simplified,metabolic,Amino acid utilization,Ornithine/acetylornithine aminotransferase,ornithine/acetylornithine aminotransferase,ornithine/acetylornithine aminotransferase,23,378180,0.006081760008461579
D2,simplified,metabolic,Amino acid utilization,Phosphoserine aminotransferase,phosphoserine aminotransferase,phosphoserine aminotransferase,11,378180,0.0029086678301337987
D2,simplified,metabolic,Amino acid utilization,Serine-pyruvate aminotransferase/archaeal aspartate aminotransferase,serine-pyruvate aminotransferase/archaeal aspartate aminotransferase,serine-pyruvate aminotransferase/archaeal aspartate aminotransferase,2,378180,5.288486963879634e-4
D2,simplified,metabolic,Aromatics degradation,Benzoyl-CoA reduction,bcrA,benzoyl-CoA reductase subunit A,1,378180,2.644243481939817e-4
D2,simplified,metabolic,Aromatics degradation,Benzoyl-CoA reduction,bcrB,benzoyl-CoA reductase subunit B,5,378180,0.0013221217409699086
D2,simplified,metabolic,Aromatics degradation,Benzoyl-CoA reduction,bcrC,benzoyl-CoA reductase subunit C,5,378180,0.0013221217409699086
D2,simplified,metabolic,Aromatics degradation,Benzoyl-CoA reduction,bcrD,benzoyl-CoA reductase subunit D,1,378180,2.644243481939817e-4
D2,simplified,metabolic,Aromatics degradation,Phenol => Benzoyl-CoA,ubiX,flavin prenyltransferase,15,378180,0.003966365222909726
D2,simplified,metabolic,As cycling,Arsenate reduction,arsC1,arsenate reductase (glutaredoxin),2,378180,5.288486963879634e-4
D2,simplified,metabolic,As cycling,Arsenate reduction,arsC2,arsenate reductase (thioredoxin),21,378180,0.005552911312073616
D2,simplified,metabolic,As cycling,Arsenite oxidation,aoxA,arsenite oxidase small subunit,2,378180,5.288486963879634e-4
D2,simplified,metabolic,As cycling,Arsenite oxidation,aoxB,arsenite oxidase large subunit,1,378180,2.644243481939817e-4
D2,simplified,metabolic,C1 metabolism,Aerobic CO oxidation,coxS,aerobic carbon-monoxide dehydrogenase small subunit,5,378180,0.0013221217409699086
D2,simplified,metabolic,C1 metabolism,Formaldehyde oxidation,fghA,S-formylglutathione hydrolase,3,378180,7.932730445819451e-4
D2,simplified,metabolic,C1 metabolism,Formaldehyde oxidation,frmA,S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase,3,378180,7.932730445819451e-4
D2,simplified,metabolic,C1 metabolism,Formate oxidation,fdhA,formate dehydrogenase (coenzyme F420) alpha subunit,1,378180,2.644243481939817e-4
D2,simplified,metabolic,C1 metabolism,Formate oxidation,fdhB,formate dehydrogenase (coenzyme F420) beta subunit,6,378180,0.0015865460891638901
D2,simplified,metabolic,C1 metabolism,Formate oxidation,fdoG,formate dehydrogenase major subunit,3,378180,7.932730445819451e-4
D2,simplified,metabolic,C1 metabolism,Formate oxidation,fdoH,formate dehydrogenase iron-sulfur subunit,18,378180,0.00475963826749167
D2,simplified,metabolic,C1 metabolism,Methanol oxidation,mxaF,methanol dehydrogenase (cytochrome c) subunit 1,1,378180,2.644243481939817e-4
D2,simplified,metabolic,Carbon fixation,3 Hydroxypropionate cycle,prpE,propionyl-CoA synthetase,4,378180,0.0010576973927759268
D2,simplified,metabolic,Carbon fixation,3HP/4HB,abfD,4-hydroxybutyryl-CoA dehydratase / vinylacetyl-CoA-Delta-isomerase,4,378180,0.0010576973927759268
D2,simplified,metabolic,Carbon fixation,CBB cycle - Rubisco,Form I,Form I RuBisCO large subunit,4,378180,0.0010576973927759268
D2,simplified,metabolic,Carbon fixation,CBB cycle - Rubisco,Form II,Form II RuBisCO large subunit,4,378180,0.0010576973927759268
D2,simplified,metabolic,Carbon fixation,Wood Ljungdahl pathway,cdhD,"acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit delta",8,378180,0.0021153947855518536
D2,simplified,metabolic,Carbon fixation,Wood Ljungdahl pathway,cdhE,"acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit gamma",6,378180,0.0015865460891638901
D2,simplified,metabolic,Carbon fixation,Wood Ljungdahl pathway,cooS,anaerobic carbon-monoxide dehydrogenase catalytic subunit,9,378180,0.002379819133745835
D2,simplified,metabolic,Complex carbon degradation,Amylolytic enzymes,alpha-amylase,alpha-amylase,8,378180,0.0021153947855518536
D2,simplified,metabolic,Complex carbon degradation,Amylolytic enzymes,glucoamylase,glucoamylase,2,378180,5.288486963879634e-4
D2,simplified,metabolic,Complex carbon degradation,Amylolytic enzymes,isoamylase,isoamylase,3,378180,7.932730445819451e-4
D2,simplified,metabolic,Complex carbon degradation,Amylolytic enzymes,pullulanase,pullulanase,3,378180,7.932730445819451e-4
D2,simplified,metabolic,Complex carbon degradation,Cellulose degrading,beta-glucosidase,beta-glucosidase,1,378180,2.644243481939817e-4
D2,simplified,metabolic,Complex carbon degradation,Cellulose degrading,cellulase,cellulase,4,378180,0.0010576973927759268
D2,simplified,metabolic,Complex carbon degradation,Chitin degrading,chitiniase,chitiniase,1,378180,2.644243481939817e-4
D2,simplified,metabolic,Complex carbon degradation,Chitin degrading,hexosaminidase,hexosaminidase,22,378180,0.005817335660267597
D2,simplified,metabolic,Complex carbon degradation,Endohemicellulases,"mannan endo-1,4-beta-mannosidase","mannan endo-1,4-beta-mannosidase",4,378180,0.0010576973927759268
D2,simplified,metabolic,Complex carbon degradation,Hemicullulose debranching,arabinosidase,arabinosidase,3,378180,7.932730445819451e-4
D2,simplified,metabolic,Complex carbon degradation,Hemicullulose debranching,beta-glucuronidase,beta-glucuronidase,1,378180,2.644243481939817e-4
D2,simplified,metabolic,Complex carbon degradation,Other oligosaccharide degrading,beta-galactosidase,beta-galactosidase,3,378180,7.932730445819451e-4
D2,simplified,metabolic,Complex carbon degradation,Other oligosaccharide degrading,beta-mannosidase,beta-mannosidase,1,378180,2.644243481939817e-4
D2,simplified,metabolic,Complex carbon degradation,Other oligosaccharide degrading,beta-xylosidase,beta-xylosidase,1,378180,2.644243481939817e-4
D2,simplified,metabolic,Ethanol fermentation,Acetaldehyde => Ethanol,acetaldehyde => ethanol,acetaldehyde => ethanol,2,378180,5.288486963879634e-4
D2,simplified,metabolic,Ethanol fermentation,Acetate => Acetaldehyde,acetate => acetaldehyde,acetate => acetaldehyde,1,378180,2.644243481939817e-4
D2,simplified,metabolic,Fatty acid degradation,Fatty acid degradation,acyl-CoA dehydrogenase,acyl-CoA dehydrogenase,64,378180,0.01692315828441483
D2,simplified,metabolic,Fermentation,Acetate to acetyl-CoA,acs,acetyl-CoA synthetase,9,378180,0.002379819133745835
D2,simplified,metabolic,Fermentation,Acetogenesis,acdA,"acetyl coenzyme A synthetase (ADP forming), alpha domain",10,378180,0.002644243481939817
D2,simplified,metabolic,Fermentation,Acetogenesis,ack,acetate kinase,20,378180,0.005288486963879634
D2,simplified,metabolic,Fermentation,Acetogenesis,pta,phosphate acetyltransferase,14,378180,0.0037019408747157438
D2,simplified,metabolic,Fermentation,Lactate utilization,ldh,L-lactate dehydrogenase,3,378180,7.932730445819451e-4
D2,simplified,metabolic,Fermentation,Pyruvate oxidation,porA,pyruvate ferredoxin oxidoreductase alpha subunit,10,378180,0.002644243481939817
D2,simplified,metabolic,Halogenated compound utilization,Halogenated compounds breakdown,E3.8.1.2,2-haloacid dehalogenase,3,378180,7.932730445819451e-4
